,timestamp,brightness,color1,color2,color3,feature1,feature2,brightness,color1,color2,color3,feature1,feature2,brightness color1,brightness color2,brightness color3,brightness feature1,brightness feature2,color1 color2,color1 color3,color1 feature1,color1 feature2,color2 color3,color2 feature1,color2 feature2,color3 feature1,color3 feature2,feature1 feature2
0,0.0,-0.4448830016581202,-0.042381782418075116,-0.04480129407462482,-0.04734894251387471,-0.3957274001787512,0.5894538015253079,-0.4448830016581202,-0.042381782418075116,-0.04480129407462482,-0.04734894251387471,-0.3957274001787512,0.5894538015253079,0.018854934577774603,0.019931334186087245,0.02106473967091036,0.17605239362988698,-0.2622379765613688,0.001898758697518947,0.002006732579348985,0.01677163257124637,-0.024982102761752834,0.0021212938976866063,0.01772909962879497,-0.02640829310554085,0.01873727392222878,-0.02791001416300672,-0.2332630204030917
1,1.0,-0.576589322208091,-0.0400985169006157,-0.042138401229616526,-0.04474515199837756,-0.9279311910194422,-1.4529006806427704,-0.576589322208091,-0.0400985169006157,-0.042138401229616526,-0.04474515199837756,-0.9279311910194422,-1.4529006806427704,0.02312037668127569,0.02429655220391718,0.025799576862842524,0.5350352164856468,0.8377270186874891,0.0016896873938707037,0.001794214233627561,0.03720866454570156,0.058259162497670186,0.0018854891679878113,0.03910153684065319,0.061222911827708004,0.04152042218620046,0.06501026179390697,1.3481918590218043
2,2.0,-0.5869522838597935,-0.04011859858422968,-0.04235390920878803,-0.044710938108138816,-0.9806996023478389,-1.5603662265828264,-0.5869522838597935,-0.04011859858422968,-0.04235390920878803,-0.044710938108138816,-0.9806996023478389,-1.5603662265828264,0.023547703064267886,0.024859723740488473,0.02624318723608595,0.5756238713784554,0.9158605203504779,0.0016991794820202758,0.0017937401782847585,0.039344293678306615,0.06259970628866558,0.0018936830132718523,0.0415364619189349,0.06608760949314821,0.043847999223250576,0.06976543778277486,1.530250537926776
3,3.0,-0.8337959002465402,-0.039719201850228196,-0.041948840308492975,-0.0443921951405016,-0.905255017738633,0.8151474096325853,-0.8337959002465402,-0.039719201850228196,-0.041948840308492975,-0.0443921951405016,-0.905255017738633,0.8151474096325853,0.033117707663785065,0.03497677106931825,0.03701403031109462,0.7547979224680812,-0.6796665682482367,0.0016661744555960213,0.0017632225593603023,0.03595600677549267,-0.032377004500887305,0.0018622011048923595,0.037974398177579895,-0.03419448851455903,0.040186257399371636,-0.03618618287668412,-0.7379162827665467
4,4.0,-0.5564931675913579,-0.03961756394909442,-0.04205667772390682,-0.04464845043933081,-0.5595226574506624,0.8118276352892663,-0.5564931675913579,-0.03961756394909442,-0.04205667772390682,-0.04464845043933081,-0.5595226574506624,0.8118276352892663,0.02204690365428474,0.023404253804945804,0.024846557613028956,0.31137053598385345,-0.45177653230032544,0.0016661831192133331,0.0017688628405081613,0.02216692466251887,-0.03216263325671461,0.0018777654909987614,0.02353166408362642,-0.034142773224722034,0.02498181964086857,-0.03624684593949193,-0.45423595588893745
5,5.0,1.6563226312035395,-0.040143173025281545,-0.0412310077814343,-0.042196909602976056,1.3727122717104756,-0.041631267283258964,1.6563226312035395,-0.040143173025281545,-0.0412310077814343,-0.042196909602976056,1.3727122717104756,-0.041631267283258964,-0.06649004597009328,-0.06829185129571887,-0.06989169634225921,2.273654401764883,-0.06895481016694532,0.0016551434793768468,0.0016939178433244323,-0.05510502623720091,0.0016712111658136073,0.0017398211081927854,-0.05659831035656497,0.0017164991053070216,-0.057924215640262844,0.001756710822209013,-0.05714775148658841
6,6.0,1.628094767221866,-0.04015270641320163,-0.041152742312334206,-0.04201143198645524,1.407243771171041,-0.04352340575893089,1.628094767221866,-0.04015270641320163,-0.041152742312334206,-0.04201143198645524,1.407243771171041,-0.04352340575893089,-0.06537241120112944,-0.0670005644155412,-0.0683985925806451,2.291126220049137,-0.0708602291677894,0.0016523939801652958,0.0016868726945503253,-0.0565046459956375,0.0017475825335410012,0.0017288856347107472,-0.05791194028563926,0.0017911075017524455,-0.05912032598091497,0.0018284806008602194,-0.06124804165440531
7,7.0,1.6561494351497468,-0.04008137218272228,-0.04115954282376388,-0.04214870995403498,1.6380228641122925,-0.17315113325835144,1.6561494351497468,-0.04008137218272228,-0.04115954282376388,-0.04214870995403498,1.6380228641122925,-0.17315113325835144,-0.06638074190044227,-0.06816635359859836,-0.06980456218266555,2.7128106411619437,-0.28676415154135726,0.0016497309547899759,0.0016893781306892874,-0.06565420406029351,0.006940135015988126,0.0017348216323195057,-0.06742027222173426,0.007126821484330362,-0.06904055059754667,0.007298096893918715,-0.28362551522413404
8,8.0,1.1480954350747439,-0.039986864324456556,-0.041946262428043446,-0.043760055939288854,1.1375331956306307,0.17668513313267883,1.1480954350747439,-0.039986864324456556,-0.041946262428043446,-0.043760055939288854,1.1375331956306307,0.17668513313267883,-0.045908736393861706,-0.048158312412083924,-0.05024072046251297,1.3059966691495126,0.20285139479520195,0.0016772995046282228,0.0017498274196749727,-0.04548638555824753,-0.007065084446724972,0.0018355707902952714,-0.04771526594453332,-0.00741128096151714,-0.04977851627359441,-0.007731751309526724,0.20098520411283957
9,9.0,1.2476406401892561,-0.039908750478897165,-0.04187832762196992,-0.04372565712941575,1.0015499954731402,0.1047051703915135,1.2476406401892561,-0.039908750478897165,-0.04187832762196992,-0.04372565712941575,1.0015499954731402,0.1047051703915135,-0.04979177899664454,-0.052249103484329956,-0.05455390685364018,1.2495744775336552,0.13063442581839305,0.0016713117275387044,0.001745036339903664,-0.03997060886147814,-0.004178652519005324,0.0018311573947515977,-0.041943238840206655,-0.004384877429369987,-0.043793431700026426,-0.004578302380216373,0.10486746293163472
10,10.0,1.133941683455468,-0.03997190039491266,-0.04199458227127312,-0.04361900375230049,1.0698599944966636,0.053095453941354766,1.133941683455468,-0.03997190039491266,-0.04199458227127312,-0.04361900375230049,1.0698599944966636,0.053095453941354766,-0.045325804024721555,-0.047619407316696595,-0.049461406545534,1.2131588432212046,0.060207148426092094,0.0016786032596732942,0.0017435344733122769,-0.042764337136522446,-0.002122326196366506,0.0018317618416669537,-0.044928323557633945,-0.0022297214087708154,-0.04666622711438615,-0.0023159708046980513,0.05680470206149566
11,11.0,0.09919113842592789,-0.04000498051847918,-0.04142086336961865,-0.04428137657434363,0.3558927686683399,0.4484606815642054,0.09919113842592789,-0.04000498051847918,-0.04142086336961865,-0.04428137657434363,0.3558927686683399,0.4484606815642054,-0.003968139560335017,-0.0041085825922172895,-0.00439232015347636,0.03530140888176803,0.04448332554362106,0.001657040832160182,0.0017714756071880572,-0.014237483277244556,-0.01794066082927993,0.0018341728489045196,-0.014741385745246605,-0.01857562861771701,-0.015759421709488523,-0.019858456319131385,0.1596039136007758
12,12.0,0.034952606094400054,-0.040082346864544115,-0.04153365971021604,-0.04439907859698911,0.3574978712690171,0.3008033412204624,0.034952606094400054,-0.040082346864544115,-0.04153365971021604,-0.04439907859698911,0.3574978712690171,0.3008033412204624,-0.0014009824812955215,-0.0014517096475100352,-0.0015518635051548686,0.012495482274052493,0.010513860697558232,0.0016647665550588201,0.0017796192687906743,-0.014329353679540883,-0.012056903860812393,0.001844056221894482,-0.014848194932413976,-0.012493463613946685,-0.015872576084729386,-0.013355391189084244,0.10753655415692308
13,13.0,-1.2082966062291638,-0.040710462721467985,-0.042251450927996884,-0.044128282708181754,-0.7409122684920185,1.1788923787219496,-1.2082966062291638,-0.040710462721467985,-0.042251450927996884,-0.044128282708181754,-0.7409122684920185,1.1788923787219496,0.04919031394436865,0.051052284764556685,0.05332005423501711,0.895241779532457,-1.4244516603191577,0.001720076117932151,0.0017964828081538336,0.0301628812863226,-0.04799325423658265,0.0018644839713815148,0.031304618354141375,-0.049809913488959974,0.03269518604597606,-0.052022496170763065,-0.8734558266268315
